Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,State,Day,Month,Year,RainfallTomorrow
Sale,6.0,16.1,4.4,SW,50.0,W,SW,20.0,24.0,74.0,49.0,1030.8,1031.5,10.5,14.5,Yes,No,-38.1,147.0667,Victoria,10,4,2012,0.2
AliceSprings,7.2,14.8,0.0,ESE,24.0,ESE,ESE,6.0,6.0,59.0,42.0,1022.4,1019.6,9.5,13.9,No,No,-23.7,133.8667,Northern Territory,20,6,2013,0.0
Wollongong,16.3,24.3,0.0,NNW,46.0,NW,NE,20.0,22.0,35.0,73.0,1025.3,1023.0,21.0,19.1,No,No,-34.4331,150.8831,New South Wales,4,8,2011,0.0
Perth,18.3,30.0,0.0,ESE,46.0,ESE,ESE,19.0,17.0,54.0,34.0,1017.6,1014.7,22.8,29.4,No,No,-31.9522,115.8589,Western Australia,29,2,2012,0.0
Penrith,8.3,18.0,22.2,WSW,30.0,S,SSW,4.0,13.0,74.0,42.0,1017.4,1015.0,11.3,17.7,Yes,No,-33.7511,150.6942,New South Wales,25,8,2016,0.2
Williamtown,6.9,22.6,0.0,WSW,30.0,WNW,SE,13.0,19.0,52.0,51.0,1024.8,1020.5,15.8,19.5,No,No,-32.80899676,151.8389966,New South Wales,26,8,2013,0.0
Sydney,19.7,27.9,0.0,NW,61.0,WSW,ESE,28.0,20.0,44.0,30.0,1007.8,1008.3,24.1,25.2,No,Yes,-33.865,151.2094,New South Wales,7,10,2014,5.4
Dartmoor,11.0,30.1,0.0,NNW,56.0,N,NNW,24.0,24.0,33.0,23.0,1014.7,1010.9,20.5,28.8,No,No,-37.9333296,141.2833322,Victoria,6,11,2013,0.0
BadgerysCreek,13.3,29.4,0.2,ENE,30.0,N,N,9.0,11.0,72.0,53.0,1018.7,1014.0,20.5,27.8,No,No,-37.7,145.5167,Victoria,29,12,2010,0.0
Woomera,6.0,16.0,0.0,SSE,28.0,SW,SSW,7.0,15.0,89.0,40.0,1030.2,1027.9,8.5,15.3,No,No,-31.2,136.81,South Australia,11,6,2010,0.0
Walpole,12.7,16.9,3.6,SW,28.0,WSW,SSE,9.0,11.0,76.0,69.0,1019.0,1019.3,14.4,15.6,Yes,Yes,-34.97,116.728,Western Australia,22,4,2012,6.0
Katherine,8.6,30.0,0.0,E,33.0,ESE,E,9.0,17.0,47.0,32.0,1020.9,1016.1,18.0,29.4,No,No,-14.4667,132.2667,Northern Territory,28,6,2015,0.0
Sale,4.1,20.4,0.2,ESE,19.0,NNE,E,2.0,15.0,97.0,44.0,1023.5,1021.3,8.4,18.6,No,No,-38.1,147.0667,Victoria,24,5,2009,0.0
Mildura,15.4,34.3,0.0,S,33.0,SSW,SSE,11.0,17.0,61.0,16.0,1011.2,1009.0,18.9,32.4,No,No,-34.1889,142.1583,Victoria,26,2,2015,0.0
Perth,8.8,13.3,40.6,WSW,46.0,W,SW,19.0,7.0,86.0,89.0,997.5,1004.7,9.7,9.6,Yes,Yes,-31.9522,115.8589,Western Australia,9,7,2010,17.6
Albury,8.4,12.0,3.8,W,30.0,W,WNW,6.0,19.0,96.0,82.0,998.4,998.4,9.5,12.0,Yes,No,-36.0806,146.9158,New South Wales,3,5,2014,0.4
Brisbane,14.2,21.4,1.2,ESE,31.0,WSW,SE,4.0,13.0,85.0,76.0,1028.1,1025.0,17.7,19.4,Yes,Yes,-27.4678,153.0281,Queensland,13,6,2015,4.2
Moree,22.5,34.2,44.8,W,48.0,N,WSW,26.0,20.0,76.0,22.0,1008.4,1007.7,25.6,33.5,Yes,No,-29.465,149.8344,New South Wales,8,12,2014,0.6
Cobar,8.5,19.7,0.6,SSW,31.0,SSE,S,13.0,15.0,88.0,41.0,1025.0,1023.8,13.3,19.2,No,No,-31.4997,145.8319,New South Wales,11,5,2014,0.0
Darwin,24.5,32.9,0.0,E,41.0,N,E,9.0,28.0,75.0,64.0,1013.0,1010.7,27.7,29.2,No,No,-12.4381,130.8411,Northern Territory,27,8,2010,0.0
Perth,6.6,21.0,0.0,NE,22.0,ENE,NE,7.0,13.0,83.0,46.0,1020.2,1016.4,11.5,20.9,No,Yes,-31.9522,115.8589,Western Australia,5,7,2009,4.2
Wollongong,10.6,17.5,0.0,W,15.0,W,NE,6.0,9.0,78.0,69.0,1028.9,1027.2,13.7,16.7,No,No,-34.4331,150.8831,New South Wales,13,7,2013,0.0
Moree,3.4,18.5,0.0,SW,44.0,SSW,SSW,15.0,26.0,60.0,21.0,1022.5,1019.9,11.9,17.8,No,No,-29.465,149.8344,New South Wales,14,5,2012,0.0
NorahHead,18.0,28.0,0.0,SW,41.0,N,NE,7.0,20.0,77.0,71.0,1020.3,1016.1,22.1,26.6,No,No,-33.281,151.5791,New South Wales,30,3,2011,0.0
MelbourneAirport,7.0,15.4,2.8,N,63.0,N,N,28.0,28.0,66.0,49.0,1020.2,1018.0,8.5,13.7,Yes,Yes,-37.8136,144.9631,Victoria,5,7,2015,1.8
Watsonia,14.5,35.3,0.0,SE,28.0,E,ESE,9.0,13.0,71.0,27.0,1015.9,1012.1,20.0,34.3,No,No,-37.711,145.083,Victoria,2,2,2010,0.0
Portland,14.9,19.0,4.4,WNW,31.0,ENE,ENE,15.0,20.0,98.0,88.0,1021.6,1018.4,15.7,18.1,Yes,Yes,-38.3333,141.6,Victoria,19,4,2010,3.8
Cairns,18.0,27.4,0.0,SSE,41.0,SSE,SE,24.0,28.0,56.0,53.0,1018.4,1016.1,23.5,25.7,No,No,-16.9303,145.7703,Queensland,13,6,2010,0.0
Tuggeranong,11.9,31.4,2.4,WNW,54.0,NW,W,7.0,26.0,76.0,19.0,1013.6,1011.2,18.9,30.7,Yes,No,-35.4244,149.088,New South Wales,24,2,2009,0.0
Darwin,24.7,33.6,5.8,W,26.0,S,WNW,13.0,17.0,70.0,56.0,1013.6,1010.5,28.6,32.8,Yes,No,-12.4381,130.8411,Northern Territory,10,3,2010,0.0
MountGinini,0.2,8.8,0.0,SE,67.0,SE,SE,24.0,17.0,98.0,99.0,1017.4,1015.0,4.0,6.6,No,No,-35.5333,148.7833,New South Wales,22,4,2015,0.0
PearceRAAF,7.9,24.2,0.0,SSE,41.0,ESE,SSE,28.0,15.0,41.0,24.0,1026.5,1022.1,16.7,23.3,No,No,-31.6722,116.0318,Western Australia,14,11,2014,0.0
Mildura,14.0,23.4,1.0,SW,44.0,W,SW,17.0,26.0,85.0,41.0,1019.2,1019.9,16.0,22.0,No,No,-34.1889,142.1583,Victoria,9,3,2010,0.0
Brisbane,14.1,26.9,0.0,ENE,20.0,SW,NE,7.0,7.0,51.0,45.0,1019.3,1016.5,20.5,25.6,No,No,-27.4678,153.0281,Queensland,9,4,2015,0.0
AliceSprings,13.8,30.2,0.0,ESE,44.0,ESE,SE,9.0,28.0,54.0,35.0,1016.0,1012.0,22.0,29.2,No,No,-23.7,133.8667,Northern Territory,30,3,2011,0.0
MountGinini,8.8,21.9,0.0,SW,33.0,NNE,WSW,11.0,13.0,98.0,52.0,1017.4,1015.0,10.1,18.5,No,No,-35.5333,148.7833,New South Wales,21,1,2014,0.0
Brisbane,21.0,31.0,0.0,NNE,17.0,WNW,NE,2.0,7.0,67.0,61.0,1012.5,1008.5,25.2,29.1,No,No,-27.4678,153.0281,Queensland,10,4,2010,0.0
Portland,18.7,42.1,0.0,W,57.0,N,W,24.0,37.0,33.0,36.0,1004.9,1003.1,30.4,30.2,No,No,-38.3333,141.6,Victoria,4,1,2013,0.0
Williamtown,18.6,26.4,0.2,NE,30.0,ENE,NW,15.0,9.0,89.0,62.0,1011.2,1006.2,20.9,25.8,No,No,-32.80899676,151.8389966,New South Wales,21,3,2012,0.4
SydneyAirport,9.4,17.7,0.0,WNW,35.0,NW,E,13.0,6.0,74.0,57.0,1023.7,1021.1,12.3,16.5,No,No,-33.865,151.2094,New South Wales,12,7,2010,0.0
Watsonia,24.4,39.3,1.0,N,61.0,N,SSW,28.0,33.0,19.0,47.0,1001.3,1003.1,34.8,27.1,No,Yes,-37.711,145.083,Victoria,20,12,2015,5.8
Brisbane,18.8,27.4,0.6,SE,48.0,SE,ESE,19.0,24.0,53.0,67.0,1027.5,1025.7,25.4,22.3,No,No,-27.4678,153.0281,Queensland,13,3,2010,0.6
MelbourneAirport,5.1,12.2,1.2,W,70.0,N,WSW,22.0,37.0,80.0,59.0,1007.0,1007.0,7.6,10.5,Yes,Yes,-37.8136,144.9631,Victoria,9,6,2009,3.4
Melbourne,7.7,14.9,8.0,S,52.0,WSW,S,24.0,28.0,87.0,64.0,1022.9,1024.3,8.4,12.6,Yes,Yes,-37.8136,144.9631,Victoria,14,5,2011,1.4
Moree,8.1,24.7,0.0,NE,30.0,NE,SE,17.0,9.0,59.0,31.0,1030.0,1024.8,17.1,24.1,No,No,-29.465,149.8344,New South Wales,12,9,2015,0.0
NorfolkIsland,22.3,25.1,0.0,ENE,83.0,NE,ENE,26.0,22.0,84.0,89.0,1012.1,1009.1,23.5,23.3,No,Yes,-29.0257,167.9416,Tasmania,11,4,2017,2.0
Bendigo,9.2,33.0,0.0,SSE,30.0,SE,W,11.0,11.0,36.0,8.0,1019.6,1016.1,19.4,31.3,No,No,-36.75,144.2667,Victoria,15,12,2009,0.0
Moree,22.5,30.9,0.2,SW,48.0,NNE,NNW,17.0,9.0,75.0,49.0,1010.5,1007.8,23.9,30.4,No,Yes,-29.465,149.8344,New South Wales,3,3,2011,2.8
Witchcliffe,14.0,19.4,0.0,SSE,41.0,SSW,S,24.0,26.0,56.0,59.0,1012.5,1012.9,16.7,17.3,No,No,-34.026,115.1,Western Australia,28,12,2016,0.0
Dartmoor,10.6,19.4,1.2,W,48.0,W,SW,20.0,28.0,95.0,57.0,1009.9,1012.1,13.8,17.0,Yes,No,-37.9333296,141.2833322,Victoria,11,12,2013,0.0
Mildura,3.3,15.9,2.0,NW,20.0,WNW,W,9.0,11.0,99.0,53.0,1023.5,1022.4,7.6,15.2,Yes,No,-34.1889,142.1583,Victoria,29,5,2017,0.2
SydneyAirport,12.4,19.8,0.0,N,35.0,WNW,N,15.0,24.0,82.0,57.0,1025.2,1020.4,13.7,19.6,No,No,-33.865,151.2094,New South Wales,25,6,2010,0.6
Tuggeranong,5.0,18.5,0.2,WSW,39.0,W,NNW,6.0,11.0,93.0,67.0,1007.7,1005.2,10.8,17.0,No,Yes,-35.4244,149.088,New South Wales,6,4,2015,19.2
Adelaide,11.1,15.2,0.0,NE,50.0,NNW,NW,9.0,19.0,81.0,51.0,1010.6,1008.7,12.0,14.7,No,No,-34.9289,138.6011,South Australia,21,8,2012,0.0
Sydney,15.9,25.8,0.0,S,35.0,WNW,SSE,11.0,20.0,63.0,58.0,1023.9,1021.7,19.0,23.5,No,Yes,-33.865,151.2094,New South Wales,16,4,2012,23.6
Tuggeranong,9.3,20.2,11.8,S,31.0,SSE,SE,17.0,15.0,69.0,49.0,1023.3,1022.3,13.2,19.1,Yes,No,-35.4244,149.088,New South Wales,18,3,2012,0.0
AliceSprings,6.7,22.1,0.0,ESE,37.0,SE,SSE,20.0,13.0,25.0,17.0,1022.7,1018.4,15.3,21.0,No,No,-23.7,133.8667,Northern Territory,17,8,2012,0.0
Dartmoor,9.0,26.1,0.0,NNW,43.0,NNE,N,15.0,19.0,72.0,50.0,1017.1,1013.3,16.9,23.7,No,No,-37.9333296,141.2833322,Victoria,27,10,2011,0.6
Townsville,14.6,26.5,0.4,SE,43.0,S,E,13.0,28.0,66.0,53.0,1020.0,1016.4,21.1,24.9,No,No,-19.2564,146.8183,Queensland,4,7,2014,0.0
MountGinini,14.1,20.7,0.0,SSW,54.0,WNW,SW,17.0,20.0,42.0,68.0,1017.4,1015.0,15.5,12.8,No,Yes,-35.5333,148.7833,New South Wales,13,1,2013,5.2
Moree,19.7,36.1,0.0,ENE,44.0,NE,ENE,20.0,15.0,55.0,22.0,1014.4,1010.4,24.8,34.3,No,No,-29.465,149.8344,New South Wales,7,2,2009,0.0
Walpole,15.3,17.4,13.0,E,46.0,ESE,ESE,19.0,26.0,96.0,99.0,1008.1,1006.6,16.8,16.4,Yes,Yes,-34.97,116.728,Western Australia,7,12,2011,15.2
Brisbane,8.6,24.6,0.0,NNE,15.0,WSW,ENE,4.0,7.0,60.0,40.0,1023.9,1018.8,16.5,22.9,No,No,-27.4678,153.0281,Queensland,3,9,2012,0.0
Moree,10.0,25.2,0.0,ESE,48.0,ENE,S,13.0,17.0,53.0,20.0,1029.4,1025.3,17.9,24.4,No,No,-29.465,149.8344,New South Wales,16,5,2014,0.0
Portland,6.4,18.4,0.0,SSE,30.0,ENE,SE,6.0,15.0,86.0,72.0,1023.0,1020.2,12.9,16.0,No,No,-38.3333,141.6,Victoria,11,4,2015,0.0
MountGambier,4.6,14.5,0.0,N,35.0,NNE,N,22.0,17.0,85.0,80.0,1020.1,1015.8,11.9,14.2,No,Yes,-37.8294,140.7828,South Australia,24,6,2010,8.6
Melbourne,10.0,18.2,0.0,N,50.0,N,N,15.0,24.0,66.0,49.0,1025.9,1021.5,14.0,17.7,No,No,-37.8136,144.9631,Victoria,16,8,2016,0.4
Albury,5.9,13.1,1.0,WNW,41.0,N,NNW,13.0,11.0,82.0,73.0,1007.6,1005.5,9.0,12.3,No,Yes,-36.0806,146.9158,New South Wales,13,7,2009,6.8
Hobart,10.5,16.8,1.8,NNW,106.0,NNW,NW,26.0,46.0,55.0,55.0,999.7,990.2,12.1,15.5,Yes,Yes,-42.8806,147.325,Tasmania,8,6,2015,14.6
Tuggeranong,2.0,10.6,4.2,SSE,33.0,SW,SE,6.0,11.0,99.0,69.0,1019.3,1018.6,6.4,9.9,Yes,No,-35.4244,149.088,New South Wales,6,7,2010,0.6
AliceSprings,8.0,26.0,0.2,WNW,52.0,N,N,20.0,33.0,58.0,55.0,1012.7,1006.5,16.7,24.2,No,Yes,-23.7,133.8667,Northern Territory,19,9,2016,19.6
Nuriootpa,22.1,42.1,2.6,SE,41.0,NE,NNE,15.0,9.0,24.0,11.0,1014.4,1011.5,33.2,40.1,Yes,No,-34.4667,138.9833,South Australia,15,1,2014,0.0
Hobart,12.8,18.0,6.6,WSW,89.0,N,NNW,20.0,19.0,93.0,50.0,996.6,987.3,12.8,17.1,Yes,Yes,-42.8806,147.325,Tasmania,1,5,2016,5.6
Cobar,5.3,15.1,0.0,SSW,24.0,W,SW,4.0,11.0,72.0,56.0,1028.4,1027.0,11.6,14.6,No,No,-31.4997,145.8319,New South Wales,29,7,2009,0.0
Uluru,16.5,39.7,0.0,SE,44.0,E,SE,20.0,13.0,9.0,6.0,1011.6,1008.7,30.9,38.3,No,No,-25.344,131.035,Northern Territory,10,1,2014,0.0
CoffsHarbour,13.9,19.4,2.0,SSW,50.0,SW,SSW,26.0,28.0,91.0,66.0,1029.3,1029.0,14.9,18.2,Yes,No,-30.3022,153.1189,New South Wales,26,6,2015,0.0
Darwin,23.9,33.6,0.0,E,44.0,SE,ESE,20.0,22.0,55.0,33.0,1011.7,1007.8,26.8,33.2,No,No,-12.4381,130.8411,Northern Territory,11,5,2009,0.0
Woomera,16.9,31.9,0.0,SSE,39.0,SE,ENE,19.0,9.0,75.0,23.0,1019.6,1016.8,19.1,31.4,No,No,-31.2,136.81,South Australia,22,10,2011,0.0
Ballarat,16.2,26.5,0.0,WSW,33.0,NNW,WSW,6.0,20.0,77.0,57.0,1017.7,1017.1,18.2,24.2,No,No,-37.55,143.85,Victoria,19,3,2010,0.2
Sydney,20.3,28.8,0.0,NNE,50.0,NNE,ENE,13.0,30.0,59.0,52.0,1021.1,1018.9,25.1,28.1,No,No,-33.865,151.2094,New South Wales,2,3,2016,0.0
Ballarat,3.8,16.0,0.2,S,43.0,S,S,11.0,24.0,98.0,49.0,1026.9,1025.4,7.3,15.7,No,No,-37.55,143.85,Victoria,31,3,2011,0.0
Richmond,18.2,19.9,3.2,SSE,33.0,SSW,S,13.0,20.0,82.0,73.0,1020.4,1020.0,18.3,19.1,Yes,No,-33.5983,150.7511,New South Wales,13,3,2015,0.0
Uluru,25.0,41.9,0.0,E,43.0,E,SE,20.0,11.0,19.0,11.0,1006.4,1002.8,33.8,40.5,No,No,-25.344,131.035,Northern Territory,30,1,2014,0.0
Brisbane,7.9,21.1,0.0,ENE,30.0,SW,E,7.0,15.0,60.0,48.0,1025.9,1023.4,12.8,19.3,No,No,-27.4678,153.0281,Queensland,12,7,2008,0.0
Launceston,5.7,16.8,3.8,NNW,31.0,NW,NNW,9.0,15.0,95.0,72.0,1018.0,1018.6,11.2,15.8,Yes,No,-41.4419,147.145,Tasmania,31,8,2013,0.0
Cobar,12.4,14.2,1.2,ENE,24.0,ENE,ENE,13.0,9.0,94.0,92.0,1019.2,1016.6,13.5,13.0,Yes,Yes,-31.4997,145.8319,New South Wales,3,6,2016,22.8
NorfolkIsland,15.5,20.7,0.0,ENE,41.0,ENE,NE,19.0,24.0,63.0,53.0,1026.7,1025.0,18.5,19.6,No,No,-29.0257,167.9416,Tasmania,18,10,2013,0.0
Walpole,17.6,24.2,0.0,SE,52.0,E,ESE,19.0,30.0,76.0,76.0,1022.1,1020.1,20.2,20.2,No,No,-34.97,116.728,Western Australia,12,4,2009,0.0
Portland,8.9,13.0,2.4,WSW,57.0,WSW,WSW,30.0,30.0,59.0,67.0,1016.6,1018.6,11.0,10.7,Yes,Yes,-38.3333,141.6,Victoria,17,9,2014,2.2
NorfolkIsland,17.6,23.3,0.4,SE,28.0,ESE,NE,15.0,13.0,91.0,80.0,1012.0,1009.0,20.3,21.4,No,No,-29.0257,167.9416,Tasmania,21,11,2012,1.0
Nhil,6.6,27.0,0.0,SW,44.0,SSE,SSW,17.0,19.0,62.0,27.0,1016.9,1013.4,15.5,24.9,No,No,-36.3333,141.65,Victoria,24,12,2014,0.0
CoffsHarbour,16.7,29.1,0.0,NNE,57.0,NNW,NE,28.0,35.0,52.0,55.0,1020.4,1016.1,24.6,26.4,No,No,-30.3022,153.1189,New South Wales,20,12,2013,0.0
Portland,6.4,12.4,3.8,W,67.0,W,WSW,31.0,39.0,67.0,55.0,1014.7,1016.2,9.7,10.8,Yes,Yes,-38.3333,141.6,Victoria,28,9,2010,1.6
PerthAirport,5.0,22.5,0.0,NW,37.0,NNE,WNW,9.0,22.0,44.0,46.0,1021.6,1017.9,11.3,21.3,No,Yes,-31.9522,115.8589,Western Australia,6,7,2012,6.8
Brisbane,18.8,27.7,3.6,SSE,30.0,S,ESE,4.0,11.0,63.0,54.0,1017.3,1014.4,23.9,27.0,Yes,No,-27.4678,153.0281,Queensland,24,2,2011,0.0
MountGambier,9.6,14.8,0.0,N,35.0,NNE,NNE,11.0,13.0,69.0,54.0,1031.7,1028.2,12.1,13.6,No,No,-37.8294,140.7828,South Australia,17,5,2011,0.0
MountGinini,-3.2,8.6,0.0,SSW,39.0,SSW,SW,15.0,15.0,32.0,28.0,1017.4,1015.0,2.6,7.6,No,No,-35.5333,148.7833,New South Wales,19,9,2014,0.0
Canberra,-4.5,13.3,0.2,NNW,35.0,NNW,NNW,6.0,20.0,99.0,55.0,1030.7,1026.2,0.2,12.8,No,No,-35.2931,149.1269,Australian Capital Territory,9,8,2014,0.0
Ballarat,13.7,15.0,8.0,S,43.0,S,S,33.0,28.0,100.0,85.0,1013.1,1013.8,14.0,14.6,Yes,Yes,-37.55,143.85,Victoria,11,4,2014,1.2
Cairns,24.0,30.1,4.6,ESE,33.0,SSE,E,13.0,20.0,81.0,66.0,1013.8,1010.6,26.9,28.2,Yes,Yes,-16.9303,145.7703,Queensland,8,10,2010,9.6
Launceston,8.2,19.0,0.0,NW,35.0,NW,NW,17.0,22.0,74.0,57.0,1029.3,1025.1,13.4,18.6,No,No,-41.4419,147.145,Tasmania,27,10,2009,0.0
MelbourneAirport,12.2,27.2,0.0,WNW,61.0,N,N,30.0,37.0,59.0,31.0,1017.4,1013.7,19.4,26.6,No,Yes,-37.8136,144.9631,Victoria,22,10,2010,4.4
Canberra,8.3,24.4,0.0,WNW,37.0,WNW,WNW,13.0,22.0,62.0,31.0,1016.7,1014.8,16.3,23.5,No,No,-35.2931,149.1269,Australian Capital Territory,23,3,2013,0.0
Sydney,13.6,19.2,0.0,NW,26.0,W,WNW,9.0,7.0,79.0,65.0,1020.6,1020.1,17.3,18.7,No,No,-33.865,151.2094,New South Wales,29,5,2015,0.2
Mildura,14.9,29.1,0.0,W,31.0,WNW,WSW,11.0,15.0,71.0,41.0,1007.8,1007.3,19.4,26.9,No,No,-34.1889,142.1583,Victoria,18,3,2015,0.0
SalmonGums,19.6,32.4,0.0,ENE,37.0,E,ENE,19.0,19.0,80.0,41.0,1017.4,1015.0,20.9,31.1,No,No,-32.9747,121.638,Western Australia,27,2,2011,0.0
Nuriootpa,7.8,14.7,0.0,WNW,43.0,NW,WNW,17.0,24.0,84.0,62.0,1020.3,1019.4,9.6,13.0,No,No,-34.4667,138.9833,South Australia,11,7,2010,0.2
MelbourneAirport,8.4,24.1,0.0,N,70.0,N,N,50.0,46.0,58.0,34.0,1013.8,1010.0,14.3,22.4,No,No,-37.8136,144.9631,Victoria,25,10,2016,0.0
NorfolkIsland,16.3,22.0,0.0,N,57.0,N,N,24.0,24.0,78.0,73.0,1017.2,1013.5,20.3,21.2,No,Yes,-29.0257,167.9416,Tasmania,14,10,2013,12.8
GoldCoast,12.5,23.5,0.0,WNW,37.0,NW,W,17.0,9.0,76.0,34.0,1023.8,1019.9,17.2,23.4,No,No,-28.0167,153.4,Queensland,31,7,2015,0.0
SydneyAirport,6.3,21.0,0.0,W,39.0,NW,W,13.0,22.0,53.0,23.0,1017.8,1014.2,11.3,19.9,No,No,-33.865,151.2094,New South Wales,4,8,2012,0.0
PearceRAAF,10.3,20.0,0.0,NNE,44.0,NNE,NNE,15.0,20.0,59.0,27.0,1025.7,1021.9,13.4,19.8,No,No,-31.6722,116.0318,Western Australia,10,6,2011,0.0
Dartmoor,19.8,22.2,4.8,NW,44.0,NNW,W,7.0,11.0,95.0,92.0,1008.8,1007.8,20.0,21.1,Yes,Yes,-37.9333296,141.2833322,Victoria,4,2,2010,21.4
Sale,-0.4,16.0,0.8,WNW,44.0,N,NW,9.0,35.0,55.0,31.0,1008.3,1005.5,9.3,15.4,No,No,-38.1,147.0667,Victoria,22,8,2009,0.0
MelbourneAirport,17.3,27.4,0.0,ENE,33.0,NE,SSW,6.0,9.0,76.0,63.0,1015.8,1012.8,20.1,25.1,No,Yes,-37.8136,144.9631,Victoria,7,12,2015,1.4
SydneyAirport,16.1,23.3,1.2,WNW,50.0,E,ESE,19.0,20.0,80.0,63.0,1019.5,1014.4,19.1,21.7,Yes,Yes,-33.865,151.2094,New South Wales,28,10,2013,5.2
Walpole,13.6,18.5,1.2,NW,46.0,NW,NW,17.0,17.0,84.0,93.0,1010.6,1008.4,14.2,15.8,Yes,Yes,-34.97,116.728,Western Australia,31,5,2011,2.6
NorfolkIsland,19.9,23.8,0.0,NW,44.0,NW,NW,26.0,22.0,86.0,78.0,1011.9,1010.7,21.7,22.4,No,Yes,-29.0257,167.9416,Tasmania,18,11,2009,2.8
Melbourne,9.2,17.2,0.2,SW,37.0,SW,SSW,22.0,19.0,61.0,52.0,1025.8,1025.2,12.8,16.2,No,Yes,-37.8136,144.9631,Victoria,6,4,2009,2.2
MelbourneAirport,11.4,24.2,0.0,N,57.0,N,N,28.0,31.0,50.0,32.0,1025.6,1021.2,17.0,23.3,No,No,-37.8136,144.9631,Victoria,14,4,2012,0.0
Bendigo,14.8,25.0,0.0,SSE,59.0,S,S,39.0,31.0,62.0,41.0,1013.1,1014.2,18.2,24.3,No,No,-36.75,144.2667,Victoria,11,12,2014,0.0
Sydney,15.9,26.7,0.0,E,22.0,WNW,ESE,11.0,17.0,74.0,58.0,1024.1,1020.9,18.5,23.6,No,No,-33.865,151.2094,New South Wales,23,4,2017,0.0
Perth,15.1,28.7,0.0,SSW,39.0,SE,SSW,15.0,24.0,44.0,36.0,1018.4,1014.4,20.7,26.3,No,No,-31.9522,115.8589,Western Australia,12,1,2010,0.0
NorahHead,20.3,24.7,0.4,ESE,41.0,ESE,E,15.0,9.0,67.0,63.0,1020.2,1016.8,22.7,23.7,No,No,-33.281,151.5791,New South Wales,20,3,2012,1.0
NorfolkIsland,16.0,19.6,12.8,NNE,37.0,NNW,WNW,13.0,11.0,86.0,84.0,1020.5,1018.4,17.7,17.5,Yes,Yes,-29.0257,167.9416,Tasmania,27,8,2012,48.8
Melbourne,10.7,15.4,1.6,N,69.0,N,N,31.0,39.0,63.0,57.0,1017.5,1013.2,12.4,15.1,Yes,No,-37.8136,144.9631,Victoria,7,5,2012,0.2
Mildura,6.9,17.5,0.4,WSW,52.0,WSW,WSW,19.0,20.0,53.0,19.0,1016.0,1016.6,11.0,16.3,No,No,-34.1889,142.1583,Victoria,29,9,2012,0.0
PerthAirport,20.1,42.8,0.0,E,67.0,ENE,NNE,37.0,30.0,22.0,12.0,1008.0,1001.9,30.6,41.9,No,No,-31.9522,115.8589,Western Australia,21,12,2016,0.0
Cairns,21.5,28.9,0.0,ESE,35.0,S,E,20.0,24.0,63.0,54.0,1019.0,1015.2,25.4,28.0,No,No,-16.9303,145.7703,Queensland,2,9,2010,0.0
Melbourne,9.7,14.9,0.4,N,59.0,N,N,39.0,20.0,71.0,74.0,1018.6,1016.0,12.7,13.9,No,No,-37.8136,144.9631,Victoria,11,6,2013,0.4
Nuriootpa,10.2,22.9,0.0,SSE,46.0,SE,S,20.0,22.0,52.0,26.0,1019.3,1016.7,14.1,21.9,No,No,-34.4667,138.9833,South Australia,9,2,2009,0.0
MountGambier,8.8,17.7,0.0,S,39.0,SSE,SSE,15.0,22.0,76.0,63.0,1021.5,1020.1,12.6,15.6,No,No,-37.8294,140.7828,South Australia,16,11,2013,0.0
SalmonGums,6.8,18.9,0.4,WNW,50.0,W,WNW,26.0,22.0,61.0,44.0,1017.4,1015.0,11.9,17.4,No,Yes,-32.9747,121.638,Western Australia,5,9,2012,5.6
Adelaide,7.9,15.3,7.0,SSE,41.0,SSW,S,17.0,15.0,73.0,67.0,1020.3,1021.4,13.6,14.2,Yes,No,-34.9289,138.6011,South Australia,14,6,2014,0.0
Darwin,25.1,33.4,0.4,ESE,48.0,NW,WNW,2.0,30.0,91.0,73.0,1010.4,1006.9,26.8,32.8,No,Yes,-12.4381,130.8411,Northern Territory,13,2,2016,9.6
Cobar,8.5,24.8,0.0,SW,35.0,SSE,SW,7.0,7.0,40.0,20.0,1026.4,1023.8,16.3,24.2,No,No,-31.4997,145.8319,New South Wales,18,10,2009,0.0
Williamtown,19.5,25.4,6.0,SE,41.0,S,ESE,17.0,28.0,77.0,76.0,1014.8,1013.9,23.4,23.1,Yes,No,-32.80899676,151.8389966,New South Wales,9,12,2014,0.0
Woomera,18.2,32.9,0.0,SE,46.0,SSE,SSE,31.0,17.0,57.0,27.0,1014.6,1012.4,20.8,30.2,No,No,-31.2,136.81,South Australia,17,1,2015,0.0
Moree,22.5,41.5,0.0,SW,46.0,N,SSW,22.0,24.0,42.0,7.0,1008.7,1004.7,28.7,40.9,No,No,-29.465,149.8344,New South Wales,18,11,2009,0.0
Cairns,23.5,29.0,0.2,ESE,50.0,SSE,SE,19.0,28.0,78.0,74.0,1015.2,1013.4,25.6,26.5,No,Yes,-16.9303,145.7703,Queensland,11,4,2012,46.4
GoldCoast,21.4,28.5,0.8,S,37.0,ESE,SE,26.0,24.0,71.0,56.0,1009.2,1007.2,25.3,28.0,No,No,-28.0167,153.4,Queensland,15,1,2011,0.2
